"trialType","rt","response","trial_type","trial_index","time_elapsed","whichPrime","question_order","block","word","color","valence","correct"
"prime","8216","{""responseInput"":""a person walking""}","survey-html-form","2","19718","neutral","","","","","",""
"questionnaire","53706","{""prompt1"":3,""prompt2"":4,""prompt3"":0,""prompt4"":0,""prompt5"":3,""prompt6"":3,""prompt7"":4,""prompt8"":2,""prompt9"":3,""prompt10"":2}","survey-likert","3","73434","","[0,1,2,3,4,5,6,7,8,9]","","","","",""
"est","1151","g","html-keyboard-response","6","89477","","","practice","machine","green","neutral","true"
"est","1574","g","html-keyboard-response","8","91315","","","practice","balloon","green","neutral","true"
"est","1105","r","html-keyboard-response","10","92686","","","practice","blanket","red","neutral","true"
"est","878","b","html-keyboard-response","12","93823","","","practice","cushion","blue","neutral","true"
"est","795","g","html-keyboard-response","14","94879","","","practice","village","green","neutral","true"
"est","587","g","html-keyboard-response","16","95721","","","practice","village","green","neutral","true"
"est","562","b","html-keyboard-response","18","96547","","","practice","battery","blue","neutral","true"
"est","546","r","html-keyboard-response","20","97362","","","practice","picture","red","neutral","true"
"est","473","r","html-keyboard-response","22","98103","","","practice","stadium","red","neutral","true"
"est","938","b","html-keyboard-response","24","99303","","","practice","helmet","blue","neutral","true"
"est","632","g","html-keyboard-response","26","100196","","","practice","diamond","green","neutral","true"
"est","933","r","html-keyboard-response","28","101395","","","practice","sandbox","red","neutral","true"
"est","923","g","html-keyboard-response","30","102584","","","practice","jacket","green","neutral","true"
"est","473","b","html-keyboard-response","32","103315","","","practice","journal","blue","neutral","true"
"est","632","r","html-keyboard-response","34","104201","","","practice","elevator","red","neutral","true"
"est","660","r","html-keyboard-response","36","105129","","","practice","receipt","red","neutral","true"
"est","695","b","html-keyboard-response","38","106084","","","practice","cushion","blue","neutral","true"
"est","553","b","html-keyboard-response","40","106903","","","practice","monitor","blue","neutral","true"
"est","542","r","html-keyboard-response","42","107710","","","practice","receipt","red","neutral","true"
"est","871","b","html-keyboard-response","44","108850","","","practice","bicycle","blue","neutral","true"
"est","447","g","html-keyboard-response","46","109552","","","practice","blanket","green","neutral","true"
"est","568","b","html-keyboard-response","48","110381","","","practice","journal","blue","neutral","true"
"est","519","b","html-keyboard-response","50","111164","","","practice","helmet","blue","neutral","true"
"est","1376","r","html-keyboard-response","52","112802","","","practice","jacket","red","neutral","true"
"est","751","b","html-keyboard-response","54","113819","","","practice","balloon","blue","neutral","true"
"est","410","g","html-keyboard-response","56","114494","","","practice","caramel","green","neutral","true"
"est","334","g","html-keyboard-response","58","115093","","","practice","ceiling","green","neutral","true"
"est","303","g","html-keyboard-response","60","115651","","","practice","bicycle","green","neutral","true"
"est","548","b","html-keyboard-response","62","116462","","","practice","stadium","blue","neutral","true"
"est","491","r","html-keyboard-response","64","117215","","","practice","monitor","red","neutral","true"
"est","476","b","html-keyboard-response","66","117954","","","practice","holiday","blue","neutral","true"
"est","567","b","html-keyboard-response","68","118788","","","practice","cabinet","blue","neutral","true"
"est","343","b","html-keyboard-response","70","119388","","","practice","curtain","blue","neutral","true"
"est","493","g","html-keyboard-response","72","120125","","","practice","picture","green","neutral","true"
"est","471","r","html-keyboard-response","74","120861","","","practice","airport","red","neutral","true"
"est","619","r","html-keyboard-response","76","121734","","","practice","library","red","neutral","true"
"est","1717","b","html-keyboard-response","79","124710","","","emotionA","downfall","blue","emotionA","true"
"est","444","b","html-keyboard-response","81","125421","","","emotionA","plastic","blue","neutral","true"
"est","519","r","html-keyboard-response","83","126199","","","emotionA","doubtful","red","emotionA","true"
"est","485","r","html-keyboard-response","85","126952","","","emotionA","machine","red","neutral","true"
"est","381","r","html-keyboard-response","87","127589","","","emotionA","receipt","red","neutral","true"
"est","526","b","html-keyboard-response","89","128374","","","emotionA","lantern","blue","neutral","true"
"est","454","r","html-keyboard-response","91","129093","","","emotionA","struggle","green","emotionA","false"
"est","1269","r","html-keyboard-response","93","130616","","","emotionA","disappoint","red","emotionA","true"
"est","889","b","html-keyboard-response","95","131759","","","emotionA","cabinet","blue","neutral","true"
"est","818","r","html-keyboard-response","97","132839","","","emotionA","laundry","red","neutral","true"
"est","567","r","html-keyboard-response","99","133659","","","emotionA","sandbox","red","neutral","true"
"est","402","r","html-keyboard-response","101","134326","","","emotionA","plastic","red","neutral","true"
"est","430","g","html-keyboard-response","103","135022","","","emotionA","defeat","green","emotionA","true"
"est","537","r","html-keyboard-response","105","135819","","","emotionA","sandbox","red","neutral","true"
"est","535","r","html-keyboard-response","107","136609","","","emotionA","elevator","red","neutral","true"
"est","622","g","html-keyboard-response","109","137487","","","emotionA","downfall","green","emotionA","true"
"est","599","r","html-keyboard-response","111","138353","","","emotionA","insecurity","red","emotionA","true"
"est","515","b","html-keyboard-response","113","139133","","","emotionA","mistake","blue","emotionA","true"
"est","713","g","html-keyboard-response","115","140106","","","emotionA","doubtful","green","emotionA","true"
"est","508","b","html-keyboard-response","117","140878","","","emotionA","struggle","blue","emotionA","true"
"est","595","g","html-keyboard-response","119","141732","","","emotionA","disappoint","green","emotionA","true"
"est","580","b","html-keyboard-response","121","142565","","","emotionA","ceiling","blue","neutral","true"
"est","520","b","html-keyboard-response","123","143344","","","emotionA","elevator","blue","neutral","true"
