"trialType","rt","response","trial_type","trial_index","time_elapsed","whichPrime","question_order","block","word","color","valence","correct"
"prime","6608","{""responseInput"":""man walking""}","survey-html-form","2","36945","neutral","","","","","",""
"questionnaire","69136","{""prompt1"":4,""prompt2"":3,""prompt3"":0,""prompt4"":3,""prompt5"":3,""prompt6"":3,""prompt7"":4,""prompt8"":0,""prompt9"":2,""prompt10"":1}","survey-likert","3","106085","","[0,1,2,3,4,5,6,7,8,9]","","","","",""
"est","1347","b","html-keyboard-response","6","116843","","","practice","caramel","blue","neutral","true"
"est","891","g","html-keyboard-response","8","117990","","","practice","helmet","green","neutral","true"
"est","782","b","html-keyboard-response","10","119026","","","practice","monitor","blue","neutral","true"
"est","800","g","html-keyboard-response","12","120081","","","practice","highway","green","neutral","true"
"est","749","g","html-keyboard-response","14","121085","","","practice","balloon","green","neutral","true"
"est","716","g","html-keyboard-response","16","122056","","","practice","helmet","green","neutral","true"
"est","648","r","html-keyboard-response","18","122960","","","practice","stadium","red","neutral","true"
"est","596","r","html-keyboard-response","20","123810","","","practice","printer","red","neutral","true"
"est","784","b","html-keyboard-response","22","124850","","","practice","printer","blue","neutral","true"
"est","936","r","html-keyboard-response","24","126039","","","practice","village","red","neutral","true"
"est","756","r","html-keyboard-response","26","127050","","","practice","ceiling","red","neutral","true"
"est","971","b","html-keyboard-response","28","128276","","","practice","airport","blue","neutral","true"
"est","746","b","html-keyboard-response","30","129276","","","practice","blanket","blue","neutral","true"
"est","846","r","html-keyboard-response","32","130377","","","practice","balloon","red","neutral","true"
"est","775","g","html-keyboard-response","34","131405","","","practice","caramel","green","neutral","true"
"est","759","g","html-keyboard-response","36","132419","","","practice","journal","green","neutral","true"
"est","778","r","html-keyboard-response","38","133451","","","practice","library","red","neutral","true"
"est","759","b","html-keyboard-response","40","134465","","","practice","library","blue","neutral","true"
"est","775","r","html-keyboard-response","42","135494","","","practice","picture","red","neutral","true"
"est","874","g","html-keyboard-response","44","136622","","","practice","blanket","green","neutral","true"
"est","781","b","html-keyboard-response","46","137656","","","practice","laundry","blue","neutral","true"
"est","772","g","html-keyboard-response","48","138683","","","practice","cushion","green","neutral","true"
"est","662","g","html-keyboard-response","50","139600","","","practice","jacket","green","neutral","true"
"est","713","r","html-keyboard-response","52","140567","","","practice","jacket","red","neutral","true"
"est","739","g","html-keyboard-response","54","141562","","","practice","airport","green","neutral","true"
"est","739","b","html-keyboard-response","56","142555","","","practice","village","blue","neutral","true"
"est","1031","g","html-keyboard-response","58","143841","","","practice","battery","green","neutral","true"
"est","799","b","html-keyboard-response","60","144893","","","practice","ceiling","blue","neutral","true"
"est","832","r","html-keyboard-response","62","145979","","","practice","highway","red","neutral","true"
"est","805","b","html-keyboard-response","64","147039","","","practice","cabinet","blue","neutral","true"
"est","830","r","html-keyboard-response","66","148124","","","practice","uniform","red","neutral","true"
"est","768","g","html-keyboard-response","68","149146","","","practice","lantern","green","neutral","true"
"est","836","r","html-keyboard-response","70","150236","","","practice","curtain","red","neutral","true"
"est","832","r","html-keyboard-response","72","151323","","","practice","sandbox","red","neutral","true"
"est","794","b","html-keyboard-response","74","152372","","","practice","cushion","blue","neutral","true"
"est","764","g","html-keyboard-response","76","153390","","","practice","sandbox","green","neutral","true"
"est","1064","r","html-keyboard-response","79","155712","","","emotionB","highway","red","neutral","true"
"est","710","b","html-keyboard-response","81","156677","","","emotionB","elevator","blue","neutral","true"
"est","765","r","html-keyboard-response","83","157696","","","emotionB","conquer","red","emotionB","true"
"est","903","g","html-keyboard-response","85","158854","","","emotionB","receipt","green","neutral","true"
"est","852","r","html-keyboard-response","87","159961","","","emotionB","bicycle","red","neutral","true"
"est","715","b","html-keyboard-response","89","160930","","","emotionB","confidence","blue","emotionB","true"
"est","763","b","html-keyboard-response","91","161947","","","emotionB","victory","blue","emotionB","true"
"est","700","b","html-keyboard-response","93","162901","","","emotionB","curtain","blue","neutral","true"
"est","825","g","html-keyboard-response","95","163981","","","emotionB","flourish","green","emotionB","true"
"est","703","b","html-keyboard-response","97","164939","","","emotionB","laundry","blue","neutral","true"
"est","743","b","html-keyboard-response","99","165936","","","emotionB","victory","blue","emotionB","true"
"est","648","b","html-keyboard-response","101","166838","","","emotionB","elevator","blue","neutral","true"
"est","691","r","html-keyboard-response","103","167784","","","emotionB","champion","red","emotionB","true"
"est","555","r","html-keyboard-response","105","168593","","","emotionB","laundry","red","neutral","true"
"est","759","g","html-keyboard-response","107","169606","","","emotionB","glorious","green","emotionB","true"
"est","550","g","html-keyboard-response","109","170411","","","emotionB","winner","green","emotionB","true"
"est","624","g","html-keyboard-response","111","171290","","","emotionB","holiday","green","neutral","true"
