"trialType","rt","response","trial_type","trial_index","time_elapsed","whichPrime","question_order","block","word","color","valence","correct"
"est","825","r","html-keyboard-response","113","173162","","","emotionA","disappoint","red","emotionA","true"
"est","588","g","html-keyboard-response","115","174018","","","emotionA","monitor","green","neutral","true"
"est","606","r","html-keyboard-response","117","174880","","","emotionA","diamond","red","neutral","true"
"est","524","r","html-keyboard-response","119","175674","","","emotionA","uniform","red","neutral","true"
"est","1499","b","html-keyboard-response","121","177439","","","emotionA","weakness","blue","emotionA","true"
"est","693","g","html-keyboard-response","123","178393","","","emotionA","insecurity","green","emotionA","true"
"est","514","b","html-keyboard-response","125","179164","","","emotionA","cabinet","blue","neutral","true"
"est","486","g","html-keyboard-response","127","179914","","","emotionA","highway","green","neutral","true"
"est","531","g","html-keyboard-response","129","180710","","","emotionA","doubtful","green","emotionA","true"
"est","550","b","html-keyboard-response","131","181526","","","emotionA","machine","blue","neutral","true"
"est","707","g","html-keyboard-response","133","182493","","","emotionA","elevator","green","neutral","true"
"est","613","r","html-keyboard-response","135","183366","","","emotionA","setback","red","emotionA","true"
"est","553","b","html-keyboard-response","137","184173","","","emotionA","machine","blue","neutral","true"
"est","549","b","html-keyboard-response","139","184979","","","emotionA","downfall","blue","emotionA","true"
"est","643","r","html-keyboard-response","141","185886","","","emotionA","struggle","red","emotionA","true"
"est","613","g","html-keyboard-response","143","186766","","","emotionA","highway","green","neutral","true"
"est","564","g","html-keyboard-response","145","187595","","","emotionA","ceiling","green","neutral","true"
"est","504","b","html-keyboard-response","147","188357","","","emotionA","holiday","blue","neutral","true"
"est","653","r","html-keyboard-response","149","189269","","","emotionA","mistake","red","emotionA","true"
"est","870","r","html-keyboard-response","152","191413","","","emotionB","machine","red","neutral","true"
"est","492","r","html-keyboard-response","154","192158","","","emotionB","victory","red","emotionB","true"
"est","507","r","html-keyboard-response","156","192921","","","emotionB","battery","red","neutral","true"
"est","534","g","html-keyboard-response","158","193712","","","emotionB","victory","blue","emotionB","false"
"est","773","g","html-keyboard-response","160","194743","","","emotionB","diamond","green","neutral","true"
"est","753","g","html-keyboard-response","162","195751","","","emotionB","winner","green","emotionB","true"
"est","471","g","html-keyboard-response","164","196484","","","emotionB","superior","green","emotionB","true"
"est","529","b","html-keyboard-response","166","197274","","","emotionB","mastery","blue","emotionB","true"
"est","544","g","html-keyboard-response","168","198079","","","emotionB","flourish","green","emotionB","true"
"est","475","r","html-keyboard-response","170","198810","","","emotionB","conquer","red","emotionB","true"
"est","825","g","html-keyboard-response","172","199894","","","emotionB","flourish","green","emotionB","true"
"est","451","b","html-keyboard-response","174","200600","","","emotionB","printer","blue","neutral","true"
"est","469","b","html-keyboard-response","176","201331","","","emotionB","superior","blue","emotionB","true"
"est","535","g","html-keyboard-response","178","202133","","","emotionB","monitor","green","neutral","true"
"est","556","g","html-keyboard-response","180","202948","","","emotionB","curtain","green","neutral","true"
"est","601","g","html-keyboard-response","182","203805","","","emotionB","confidence","green","emotionB","true"
"est","507","r","html-keyboard-response","184","204573","","","emotionB","lantern","red","neutral","true"
"est","595","b","html-keyboard-response","186","205429","","","emotionB","lantern","blue","neutral","true"
"est","1174","r","html-keyboard-response","188","206872","","","emotionB","cabinet","red","neutral","true"
"est","443","r","html-keyboard-response","190","207576","","","emotionB","progress","red","emotionB","true"
"est","452","r","html-keyboard-response","192","208285","","","emotionB","glorious","red","emotionB","true"
"est","643","b","html-keyboard-response","194","209193","","","emotionB","champion","blue","emotionB","true"
"est","499","b","html-keyboard-response","196","209949","","","emotionB","ceiling","blue","neutral","true"
"est","730","r","html-keyboard-response","198","210945","","","emotionB","printer","red","neutral","true"
"est","870","g","html-keyboard-response","200","212079","","","emotionB","sandbox","green","neutral","true"
"est","917","r","html-keyboard-response","202","213250","","","emotionB","glorious","red","emotionB","true"
"est","1042","g","html-keyboard-response","204","214559","","","emotionB","conquer","green","emotionB","true"
"est","565","r","html-keyboard-response","206","215391","","","emotionB","curtain","red","neutral","true"
"est","521","r","html-keyboard-response","208","216174","","","emotionB","bicycle","red","neutral","true"
"est","512","b","html-keyboard-response","210","216946","","","emotionB","champion","blue","emotionB","true"
"est","438","b","html-keyboard-response","212","217651","","","emotionB","library","blue","neutral","true"
"est","702","r","html-keyboard-response","214","218621","","","emotionB","elevator","red","neutral","true"
"est","637","b","html-keyboard-response","216","219518","","","emotionB","printer","blue","neutral","true"
"est","553","r","html-keyboard-response","218","220327","","","emotionB","mastery","red","emotionB","true"
"est","683","b","html-keyboard-response","220","221270","","","emotionB","winner","blue","emotionB","true"
"est","562","b","html-keyboard-response","222","222095","","","emotionB","uniform","blue","neutral","true"

